step,avg_violations,min_violations,homogeneity,network,seed
107,37.09894736842105,23,0.7226526315789473,Congress Twitter,42
108,36.99578947368421,23,0.7240842105263158,Congress Twitter,42
109,36.898947368421055,23,0.7258526315789473,Congress Twitter,42
110,36.730526315789476,22,0.7272421052631577,Congress Twitter,42
111,36.62736842105263,22,0.7285894736842106,Congress Twitter,42
112,36.549473684210525,22,0.7298526315789473,Congress Twitter,42
113,36.39157894736842,22,0.7314947368421052,Congress Twitter,42
114,36.305263157894736,22,0.7327578947368419,Congress Twitter,42
115,36.2,22,0.7336842105263157,Congress Twitter,42
116,36.12842105263158,22,0.7346947368421054,Congress Twitter,42
117,36.03368421052632,22,0.7358736842105263,Congress Twitter,42
118,35.915789473684214,22,0.7371368421052631,Congress Twitter,42
119,35.833684210526314,22,0.7380210526315786,Congress Twitter,42
120,35.98736842105263,23,0.7390315789473683,Congress Twitter,42
121,35.898947368421055,23,0.7401263157894735,Congress Twitter,42
122,35.8,23,0.7413894736842107,Congress Twitter,42
123,35.72210526315789,23,0.7424000000000001,Congress Twitter,42
124,35.63157894736842,23,0.743663157894737,Congress Twitter,42
125,35.56,23,0.7447157894736844,Congress Twitter,42
126,35.47157894736842,23,0.745684210526316,Congress Twitter,42
127,35.37684210526316,23,0.7468631578947367,Congress Twitter,42
128,35.26105263157895,23,0.7478736842105264,Congress Twitter,42
129,35.17894736842105,23,0.7486315789473684,Congress Twitter,42
130,35.18736842105263,23,0.7498526315789473,Congress Twitter,42
131,35.08631578947369,23,0.7512842105263157,Congress Twitter,42
132,34.95789473684211,23,0.7525052631578946,Congress Twitter,42
133,34.87789473684211,23,0.7534315789473683,Congress Twitter,42
134,34.816842105263156,23,0.7541894736842103,Congress Twitter,42
135,34.74315789473684,23,0.7549473684210526,Congress Twitter,42
136,34.65052631578947,23,0.7562947368421056,Congress Twitter,42
137,34.56,23,0.7574736842105264,Congress Twitter,42
138,34.46526315789474,23,0.7586105263157894,Congress Twitter,42
139,34.40842105263158,23,0.7594105263157894,Congress Twitter,42
140,34.101052631578945,22,0.7599999999999999,Congress Twitter,42
141,34.00421052631579,22,0.7606736842105264,Congress Twitter,42
142,33.898947368421055,22,0.7620631578947368,Congress Twitter,42
143,33.806315789473686,22,0.762863157894737,Congress Twitter,42
144,33.717894736842105,22,0.7635368421052631,Congress Twitter,42
145,33.66947368421052,22,0.764421052631579,Congress Twitter,42
146,33.6,22,0.7650105263157893,Congress Twitter,42
147,33.54526315789474,22,0.7658947368421051,Congress Twitter,42
148,33.50105263157895,22,0.7668631578947367,Congress Twitter,42
149,33.44,22,0.7672000000000001,Congress Twitter,42
150,33.30947368421052,22,0.7677894736842107,Congress Twitter,42
151,33.21473684210526,22,0.7684631578947367,Congress Twitter,42
152,33.10526315789474,22,0.7694315789473685,Congress Twitter,42
153,33.025263157894734,22,0.7705684210526315,Congress Twitter,42
154,32.932631578947365,22,0.771157894736842,Congress Twitter,42
155,32.86105263157895,22,0.7717473684210525,Congress Twitter,42
156,32.76421052631579,22,0.7725052631578947,Congress Twitter,42
157,32.71368421052632,22,0.773221052631579,Congress Twitter,42
158,32.614736842105266,22,0.7738105263157895,Congress Twitter,42
159,32.543157894736844,22,0.7746105263157895,Congress Twitter,42
160,33.01263157894737,23,0.7753684210526317,Congress Twitter,42
161,32.95578947368421,23,0.7758736842105262,Congress Twitter,42
162,32.90526315789474,23,0.7760000000000001,Congress Twitter,42
163,32.833684210526314,23,0.7767999999999999,Congress Twitter,42
164,32.82105263157895,23,0.7769684210526315,Congress Twitter,42
165,32.76842105263158,23,0.7781052631578947,Congress Twitter,42
166,32.68421052631579,23,0.7788210526315791,Congress Twitter,42
167,32.63578947368421,23,0.7794526315789474,Congress Twitter,42
168,32.58736842105263,23,0.7800421052631579,Congress Twitter,42
169,32.54105263157895,23,0.7807157894736845,Congress Twitter,42
170,32.75157894736842,23,0.7813894736842107,Congress Twitter,42
171,32.70315789473684,23,0.782105263157895,Congress Twitter,42
172,32.682105263157894,23,0.7825263157894738,Congress Twitter,42
173,32.62105263157895,23,0.7834947368421054,Congress Twitter,42
174,32.578947368421055,23,0.7840421052631578,Congress Twitter,42
175,32.53473684210526,23,0.7848842105263156,Congress Twitter,42
176,32.47578947368421,23,0.7853052631578948,Congress Twitter,42
177,32.433684210526316,23,0.7854736842105262,Congress Twitter,42
178,32.40421052631579,23,0.7861052631578945,Congress Twitter,42
179,32.36631578947368,23,0.7869052631578946,Congress Twitter,42
180,32.58526315789474,23,0.7875789473684207,Congress Twitter,42
181,32.50105263157895,23,0.7887157894736841,Congress Twitter,42
182,32.44631578947369,23,0.7893052631578946,Congress Twitter,42
183,32.36210526315789,23,0.7901473684210526,Congress Twitter,42
184,32.317894736842106,23,0.7909473684210525,Congress Twitter,42
185,32.28421052631579,23,0.7918315789473683,Congress Twitter,42
186,32.26736842105263,23,0.7925894736842106,Congress Twitter,42
187,32.229473684210525,23,0.7931368421052634,Congress Twitter,42
188,32.19157894736842,23,0.7936421052631581,Congress Twitter,42
189,32.18105263157895,23,0.7939368421052633,Congress Twitter,42
190,32.915789473684214,24,0.7943157894736843,Congress Twitter,42
191,32.86736842105263,24,0.7946105263157897,Congress Twitter,42
192,32.83578947368421,24,0.7950315789473684,Congress Twitter,42
193,32.79157894736842,24,0.7957473684210528,Congress Twitter,42
194,32.72421052631579,24,0.7962526315789475,Congress Twitter,42
195,32.688421052631575,24,0.7966315789473686,Congress Twitter,42
196,32.654736842105265,24,0.7974315789473685,Congress Twitter,42
197,32.612631578947365,24,0.7981052631578949,Congress Twitter,42
198,32.58105263157895,24,0.7988631578947372,Congress Twitter,42
199,32.55157894736842,24,0.7994105263157897,Congress Twitter,42
200,33.18526315789474,25,0.8001263157894738,Congress Twitter,42
1,63.490526315789474,43,0.5154947368421053,Congress Twitter,43
2,63.43157894736842,43,0.5155368421052632,Congress Twitter,43
3,63.22105263157895,43,0.5153263157894736,Congress Twitter,43
4,63.008421052631576,41,0.5167578947368421,Congress Twitter,43
5,62.55789473684211,41,0.519578947368421,Congress Twitter,43
6,61.96842105263158,41,0.5237894736842105,Congress Twitter,43
7,61.36631578947368,41,0.5290105263157894,Congress Twitter,43
8,60.70315789473684,40,0.5344842105263158,Congress Twitter,43
9,60.21263157894737,40,0.5384842105263158,Congress Twitter,43
10,59.63368421052632,40,0.5441263157894736,Congress Twitter,43
11,59.13473684210526,39,0.5492631578947368,Congress Twitter,43
12,58.59157894736842,38,0.5542315789473685,Congress Twitter,43
13,57.997894736842106,38,0.5594526315789473,Congress Twitter,43
14,57.50736842105263,38,0.5648421052631578,Congress Twitter,43
15,56.93684210526316,37,0.5705263157894737,Congress Twitter,43
16,56.34947368421053,37,0.5757473684210525,Congress Twitter,43
17,55.816842105263156,37,0.5803368421052632,Congress Twitter,43
18,55.24421052631579,34,0.5846315789473684,Congress Twitter,43
19,54.741052631578945,34,0.5896,Congress Twitter,43
20,54.56842105263158,34,0.5934736842105263,Congress Twitter,43
21,54.03578947368421,34,0.5970526315789474,Congress Twitter,43
22,53.58315789473684,33,0.6018526315789472,Congress Twitter,43
23,53.12210526315789,33,0.6053473684210526,Congress Twitter,43
24,52.66105263157895,33,0.6090947368421052,Congress Twitter,43
25,52.18526315789474,33,0.6127999999999999,Congress Twitter,43
26,51.71368421052632,32,0.616842105263158,Congress Twitter,43
27,51.31368421052632,31,0.6217263157894738,Congress Twitter,43
28,50.863157894736844,31,0.6253473684210527,Congress Twitter,43
29,50.456842105263156,31,0.6294315789473685,Congress Twitter,43
30,50.24842105263158,31,0.6337684210526315,Congress Twitter,43
31,49.82947368421053,32,0.6377263157894736,Congress Twitter,43
32,49.50105263157895,32,0.6408421052631579,Congress Twitter,43
33,49.242105263157896,31,0.6437473684210526,Congress Twitter,43
34,48.86105263157895,30,0.6469473684210526,Congress Twitter,43
35,48.54736842105263,28,0.6508210526315787,Congress Twitter,43
36,48.15578947368421,28,0.6545263157894736,Congress Twitter,43
37,47.757894736842104,28,0.6573473684210528,Congress Twitter,43
38,47.461052631578944,28,0.659115789473684,Congress Twitter,43
39,47.216842105263154,28,0.6616842105263159,Congress Twitter,43
40,46.682105263157894,28,0.664421052631579,Congress Twitter,43
41,46.345263157894735,28,0.6669052631578947,Congress Twitter,43
42,46.037894736842105,28,0.6693473684210527,Congress Twitter,43
43,45.793684210526315,28,0.6706105263157895,Congress Twitter,43
44,45.52842105263158,28,0.6731368421052634,Congress Twitter,43
45,45.23368421052631,27,0.6749894736842105,Congress Twitter,43
46,44.91789473684211,27,0.6772210526315788,Congress Twitter,43
47,44.61052631578947,27,0.6791578947368422,Congress Twitter,43
48,44.334736842105265,27,0.6815157894736841,Congress Twitter,43
49,44.01684210526316,27,0.6841684210526314,Congress Twitter,43
50,43.76,27,0.6856842105263159,Congress Twitter,43
51,43.53263157894737,26,0.6873263157894735,Congress Twitter,43
52,43.32421052631579,26,0.6888842105263158,Congress Twitter,43
53,43.1178947368421,26,0.6906947368421053,Congress Twitter,43
54,42.81263157894737,26,0.6927157894736843,Congress Twitter,43
55,42.58315789473684,26,0.6943578947368421,Congress Twitter,43
56,42.427368421052634,26,0.6953263157894738,Congress Twitter,43
57,42.189473684210526,26,0.6970526315789474,Congress Twitter,43
58,42.008421052631576,26,0.6985263157894737,Congress Twitter,43
59,41.80421052631579,26,0.6996631578947369,Congress Twitter,43
60,41.60842105263158,26,0.7008421052631578,Congress Twitter,43
61,41.40842105263158,26,0.701936842105263,Congress Twitter,43
62,41.25052631578947,26,0.7032,Congress Twitter,43
63,41.06315789473684,26,0.7047578947368419,Congress Twitter,43
64,40.92421052631579,26,0.7057684210526314,Congress Twitter,43
65,40.77263157894737,26,0.7069894736842103,Congress Twitter,43
66,40.572631578947366,26,0.7080842105263155,Congress Twitter,43
67,40.41894736842105,26,0.7097263157894738,Congress Twitter,43
68,40.29263157894737,26,0.7105263157894737,Congress Twitter,43
69,40.136842105263156,26,0.7117473684210528,Congress Twitter,43
70,40.56842105263158,27,0.7123789473684209,Congress Twitter,43
71,40.41684210526316,27,0.7134315789473685,Congress Twitter,43
72,40.25052631578947,27,0.7151578947368421,Congress Twitter,43
73,40.107368421052634,27,0.7162526315789474,Congress Twitter,43
74,39.96631578947368,27,0.7169684210526317,Congress Twitter,43
75,39.8421052631579,27,0.7173894736842107,Congress Twitter,43
76,39.69684210526316,27,0.7182315789473686,Congress Twitter,43
77,39.56,27,0.7194526315789473,Congress Twitter,43
78,39.40421052631579,27,0.7204631578947369,Congress Twitter,43
79,39.30105263157895,27,0.7208000000000001,Congress Twitter,43
80,39.21263157894737,26,0.7215157894736841,Congress Twitter,43
81,39.06315789473684,26,0.7219368421052633,Congress Twitter,43
82,38.915789473684214,26,0.7225684210526316,Congress Twitter,43
83,38.77894736842105,26,0.7234105263157895,Congress Twitter,43
84,38.65263157894737,26,0.7242105263157894,Congress Twitter,43
85,38.54526315789474,26,0.7248000000000002,Congress Twitter,43
86,38.41263157894737,26,0.7262736842105262,Congress Twitter,43
87,38.229473684210525,26,0.7276210526315791,Congress Twitter,43
88,38.13263157894737,26,0.7283368421052633,Congress Twitter,43
89,38.0,26,0.7293473684210526,Congress Twitter,43
90,38.572631578947366,27,0.7301894736842107,Congress Twitter,43
91,38.4821052631579,27,0.7313684210526317,Congress Twitter,43
92,38.40421052631579,27,0.731663157894737,Congress Twitter,43
93,38.33052631578948,27,0.7319578947368423,Congress Twitter,43
94,38.216842105263154,27,0.7327157894736844,Congress Twitter,43
95,38.09473684210526,27,0.7335157894736842,Congress Twitter,43
96,38.050526315789476,27,0.7343578947368421,Congress Twitter,43
97,37.915789473684214,27,0.7350315789473687,Congress Twitter,43
98,37.78947368421053,27,0.7363789473684211,Congress Twitter,43
99,37.69684210526316,27,0.7370105263157893,Congress Twitter,43
100,37.99368421052632,28,0.7375999999999999,Congress Twitter,43
101,37.88842105263158,28,0.7384842105263156,Congress Twitter,43
102,37.78526315789474,28,0.7397473684210525,Congress Twitter,43
103,37.68631578947368,28,0.7400421052631578,Congress Twitter,43
104,37.61684210526316,28,0.7407157894736841,Congress Twitter,43
105,37.549473684210525,28,0.7410947368421053,Congress Twitter,43
106,37.4821052631579,28,0.7418105263157897,Congress Twitter,43
107,37.370526315789476,28,0.7429052631578947,Congress Twitter,43
108,37.32,28,0.7434947368421052,Congress Twitter,43
109,37.24421052631579,28,0.7441263157894735,Congress Twitter,43
110,37.51157894736842,28,0.7451789473684209,Congress Twitter,43
111,37.463157894736845,28,0.7458526315789473,Congress Twitter,43
112,37.40210526315789,28,0.7461473684210526,Congress Twitter,43
113,37.32631578947368,28,0.7469052631578947,Congress Twitter,43
114,37.25684210526316,28,0.7474105263157899,Congress Twitter,43
115,37.1978947368421,28,0.7480421052631582,Congress Twitter,43
116,37.14526315789474,28,0.7486736842105263,Congress Twitter,43
117,37.067368421052635,28,0.749136842105263,Congress Twitter,43
118,37.00631578947368,28,0.7493894736842103,Congress Twitter,43
119,36.93684210526316,28,0.7500210526315789,Congress Twitter,43
120,37.00631578947368,28,0.7506947368421052,Congress Twitter,43
121,36.95157894736842,28,0.751284210526316,Congress Twitter,43
122,36.89052631578947,28,0.7522947368421049,Congress Twitter,43
123,36.85473684210526,28,0.7528421052631579,Congress Twitter,43
124,36.80421052631579,28,0.7534315789473682,Congress Twitter,43
125,36.74947368421053,28,0.7541473684210526,Congress Twitter,43
126,36.71578947368421,28,0.7540631578947367,Congress Twitter,43
127,36.64421052631579,28,0.7549052631578944,Congress Twitter,43
128,36.578947368421055,29,0.7556631578947371,Congress Twitter,43
129,36.51578947368421,29,0.7562105263157894,Congress Twitter,43
130,37.26315789473684,30,0.7568000000000003,Congress Twitter,43
131,37.20421052631579,30,0.7574315789473686,Congress Twitter,43
132,37.11157894736842,29,0.7579789473684212,Congress Twitter,43
133,37.05263157894737,29,0.7586947368421054,Congress Twitter,43
134,36.985263157894735,28,0.7589473684210526,Congress Twitter,43
135,36.95789473684211,28,0.7596210526315788,Congress Twitter,43
136,36.92421052631579,28,0.7598736842105265,Congress Twitter,43
137,36.869473684210526,28,0.7602105263157896,Congress Twitter,43
138,36.82526315789474,28,0.7609684210526316,Congress Twitter,43
139,36.77894736842105,28,0.7613473684210527,Congress Twitter,43
140,36.39368421052632,27,0.7621473684210527,Congress Twitter,43
141,36.328421052631576,27,0.7627368421052633,Congress Twitter,43
142,36.305263157894736,27,0.7631157894736843,Congress Twitter,43
143,36.28421052631579,27,0.7634526315789474,Congress Twitter,43
144,36.22105263157895,27,0.7641263157894737,Congress Twitter,43
145,36.17263157894737,27,0.7646315789473682,Congress Twitter,43
146,36.13473684210526,27,0.7650105263157895,Congress Twitter,43
147,36.107368421052634,27,0.7650526315789474,Congress Twitter,43
148,36.054736842105264,27,0.7655157894736843,Congress Twitter,43
149,36.03157894736842,27,0.765684210526316,Congress Twitter,43
150,36.305263157894736,26,0.7660631578947371,Congress Twitter,43
151,36.27578947368421,26,0.7663157894736844,Congress Twitter,43
152,36.22315789473684,26,0.7667789473684213,Congress Twitter,43
153,36.2,26,0.7670315789473686,Congress Twitter,43
154,36.15157894736842,26,0.7678315789473686,Congress Twitter,43
155,36.07578947368421,26,0.7679157894736846,Congress Twitter,43
156,36.04210526315789,26,0.7680000000000002,Congress Twitter,43
157,35.974736842105266,26,0.7683789473684216,Congress Twitter,43
158,35.94736842105263,26,0.7688421052631582,Congress Twitter,43
159,35.91368421052631,26,0.769305263157895,Congress Twitter,43
160,36.63789473684211,26,0.7693894736842108,Congress Twitter,43
161,36.60631578947368,26,0.7694736842105265,Congress Twitter,43
162,36.57052631578947,26,0.7698947368421054,Congress Twitter,43
163,36.55368421052631,26,0.7700210526315788,Congress Twitter,43
164,36.51578947368421,26,0.7700631578947369,Congress Twitter,43
165,36.49473684210526,26,0.770021052631579,Congress Twitter,43
166,36.48421052631579,26,0.7704421052631579,Congress Twitter,43
167,36.44210526315789,26,0.7704842105263158,Congress Twitter,43
168,36.40421052631579,26,0.7707789473684211,Congress Twitter,43
169,36.36842105263158,26,0.7710315789473684,Congress Twitter,43
170,36.24842105263158,26,0.7714526315789473,Congress Twitter,43
171,36.246315789473684,26,0.7717052631578946,Congress Twitter,43
172,36.1978947368421,26,0.7718736842105263,Congress Twitter,43
173,36.16842105263158,26,0.771957894736842,Congress Twitter,43
174,36.12,26,0.772378947368421,Congress Twitter,43
175,36.08631578947369,26,0.7726315789473682,Congress Twitter,43
176,36.061052631578946,26,0.7733052631578947,Congress Twitter,43
177,36.037894736842105,26,0.773178947368421,Congress Twitter,43
178,35.997894736842106,26,0.7734736842105262,Congress Twitter,43
179,35.96,26,0.7733052631578946,Congress Twitter,43
180,35.79578947368421,26,0.7733052631578946,Congress Twitter,43
181,35.770526315789475,26,0.7735999999999998,Congress Twitter,43
182,35.76631578947369,26,0.7737263157894736,Congress Twitter,43
183,35.73684210526316,26,0.7737263157894736,Congress Twitter,43
184,35.705263157894734,26,0.7739789473684209,Congress Twitter,43
185,35.68,26,0.7740631578947368,Congress Twitter,43
186,35.65684210526316,26,0.7742736842105262,Congress Twitter,43
187,35.64421052631579,26,0.7745263157894735,Congress Twitter,43
188,35.62736842105263,26,0.7749473684210525,Congress Twitter,43
189,35.60421052631579,26,0.7752421052631578,Congress Twitter,43
190,35.96631578947368,26,0.7756210526315789,Congress Twitter,43
191,35.934736842105266,26,0.7756631578947369,Congress Twitter,43
192,35.88842105263158,26,0.7761684210526316,Congress Twitter,43
193,35.846315789473685,26,0.7765052631578948,Congress Twitter,43
194,35.8378947368421,26,0.7767157894736841,Congress Twitter,43
195,35.82105263157895,26,0.7767578947368421,Congress Twitter,43
196,35.81894736842105,26,0.7770105263157895,Congress Twitter,43
197,35.810526315789474,27,0.7770947368421052,Congress Twitter,43
198,35.78736842105263,27,0.7773473684210528,Congress Twitter,43
199,35.73894736842105,27,0.7774315789473684,Congress Twitter,43
200,36.242105263157896,27,0.7778105263157896,Congress Twitter,43
1,62.58083832335329,49,0.5392814371257489,Email Manufacturing,42
2,62.41317365269461,48,0.5401197604790424,Email Manufacturing,42
3,61.946107784431135,47,0.5408383233532938,Email Manufacturing,42
4,61.544910179640716,47,0.5425149700598807,Email Manufacturing,42
5,61.10778443113772,47,0.544910179640719,Email Manufacturing,42
6,60.50898203592814,45,0.547904191616767,Email Manufacturing,42
7,60.05988023952096,45,0.5510179640718568,Email Manufacturing,42
8,59.616766467065865,39,0.5542514970059884,Email Manufacturing,42
9,59.06586826347306,39,0.5584431137724555,Email Manufacturing,42
10,58.293413173652695,39,0.5619161676646709,Email Manufacturing,42
11,57.47904191616767,38,0.5665868263473058,Email Manufacturing,42
12,57.17964071856287,38,0.5700598802395213,Email Manufacturing,42
13,56.76646706586826,38,0.5744910179640722,Email Manufacturing,42
14,56.33532934131737,38,0.5801197604790422,Email Manufacturing,42
15,55.76646706586826,38,0.5856287425149703,Email Manufacturing,42
16,55.38922155688623,38,0.5883832335329344,Email Manufacturing,42
17,54.88622754491018,38,0.5914970059880242,Email Manufacturing,42
18,54.44311377245509,34,0.5940119760479046,Email Manufacturing,42
19,53.9940119760479,35,0.5988023952095811,Email Manufacturing,42
20,53.5748502994012,35,0.6031137724550902,Email Manufacturing,42
21,53.29940119760479,34,0.6093413173652698,Email Manufacturing,42
22,52.93413173652694,34,0.6138922155688626,Email Manufacturing,42
23,52.61077844311377,34,0.6183233532934135,Email Manufacturing,42
24,52.467065868263475,34,0.6223952095808386,Email Manufacturing,42
25,52.10179640718563,34,0.6271856287425152,Email Manufacturing,42
26,51.616766467065865,34,0.6322155688622757,Email Manufacturing,42
27,51.047904191616766,34,0.6376047904191618,Email Manufacturing,42
28,50.5748502994012,34,0.6414371257485031,Email Manufacturing,42
29,50.275449101796404,34,0.6451497005988025,Email Manufacturing,42
30,49.89221556886228,33,0.6493413173652695,Email Manufacturing,42
31,49.5748502994012,32,0.6529341317365269,Email Manufacturing,42
32,49.25748502994012,32,0.6560479041916168,Email Manufacturing,42
33,49.0059880239521,32,0.6577245508982037,Email Manufacturing,42
34,48.67664670658683,32,0.6608383233532935,Email Manufacturing,42
35,48.58682634730539,32,0.6637125748502994,Email Manufacturing,42
36,48.31137724550898,32,0.6674251497005987,Email Manufacturing,42
37,48.24550898203593,32,0.6710179640718562,Email Manufacturing,42
38,48.1437125748503,32,0.6753293413173652,Email Manufacturing,42
39,47.88622754491018,30,0.6791616766467066,Email Manufacturing,42
40,47.946107784431135,30,0.681556886227545,Email Manufacturing,42
41,47.78443113772455,30,0.6845508982035927,Email Manufacturing,42
42,47.622754491017965,30,0.6877844311377246,Email Manufacturing,42
43,47.43712574850299,30,0.6907784431137725,Email Manufacturing,42
44,47.137724550898206,30,0.6948502994011976,Email Manufacturing,42
45,46.8502994011976,27,0.6976047904191616,Email Manufacturing,42
46,46.7185628742515,27,0.698802395209581,Email Manufacturing,42
47,46.550898203592816,27,0.6997604790419162,Email Manufacturing,42
48,46.37125748502994,27,0.701556886227545,Email Manufacturing,42
49,46.21556886227545,27,0.7021556886227546,Email Manufacturing,42
50,46.203592814371255,27,0.7028742514970062,Email Manufacturing,42
51,46.06586826347306,27,0.7043113772455092,Email Manufacturing,42
52,45.89820359281437,27,0.7063473053892215,Email Manufacturing,42
